,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Unnamed: 4_level_0
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
397,Miguel Almirón,py PAR,FW,29-255,,7,585.0,6.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,0.4,1.7,32.0,23.0,60.0,0.31,0.0,0.31,0.31,0.31,0.2,0.06,0.26,0.2,0.26,Matches,newcastle,9.0
398,Alexander Isak,se SWE,FW,24-032,,6,492.0,5.5,6.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,5.4,4.6,0.3,4.9,13.0,10.0,24.0,1.1,0.0,1.1,0.91,0.91,0.99,0.05,1.04,0.84,0.9,Matches,newcastle,8.0
399,Sean Longstaff,eng ENG,MF,25-358,,5,542.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,0.9,2.0,4.0,37.0,23.0,0.33,0.17,0.5,0.33,0.5,0.19,0.15,0.34,0.19,0.34,Matches,newcastle,9.0
400,Sven Botman,nl NED,DF,23-284,,5,446.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,0.0,9.0,2.0,0.2,0.2,0.4,0.2,0.4,0.06,0.14,0.2,0.06,0.2,Matches,newcastle,5.0
401,Sandro Tonali,it ITA,MF,23-168,,5,438.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.6,1.3,11.0,19.0,21.0,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,Matches,newcastle,8.0
402,Joelinton,br BRA,MF,27-070,,5,367.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.7,5.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,newcastle,6.0
403,Elliot Anderson,sct SCO,"MF,FW",20-351,,4,411.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,14.0,26.0,33.0,0.0,0.22,0.22,0.0,0.22,0.16,0.19,0.35,0.16,0.35,Matches,newcastle,9.0
404,Callum Wilson,eng ENG,FW,31-238,,3,333.0,3.7,5.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,4.3,3.6,0.0,3.6,4.0,2.0,28.0,1.35,0.0,1.35,1.08,1.08,1.18,0.01,1.18,0.96,0.97,Matches,newcastle,8.0
405,Jamaal Lascelles,eng ENG,DF,29-346,,3,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,newcastle,4.0
406,Harvey Barnes,eng ENG,FW,25-318,,2,187.0,2.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,1.6,15.0,5.0,16.0,0.48,0.48,0.96,0.48,0.96,0.35,0.42,0.76,0.35,0.76,Matches,newcastle,6.0
407,Jacob Murphy,eng ENG,FW,28-241,,1,105.0,1.2,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,6.0,10.0,12.0,0.86,2.57,3.43,0.86,3.43,0.04,1.21,1.26,0.04,1.26,Matches,newcastle,4.0
408,Matt Targett,eng ENG,DF,28-035,,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,newcastle,3.0
409,Valentino Livramento,eng ENG,"DF,FW",20-345,,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,newcastle,4.0
410,Lewis Hall,eng ENG,DF,19-045,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,newcastle,1.0
411,Martin Dúbravka,sk SVK,GK,34-281,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle,0.0
412,Paul Dummett,wls WAL,DF,32-027,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle,0.0
413,Javier Manquillo,es ESP,DF,29-171,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle,0.0
414,Matt Ritchie,sct SCO,"DF,MF",34-043,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle,0.0
415,Matt Turner,us USA,GK,29-121,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,forest,9.0
416,Morgan Gibbs-White,eng ENG,"MF,FW",23-269,,8,751.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,2.0,3.2,22.0,35.0,46.0,0.0,0.12,0.12,0.0,0.12,0.15,0.24,0.39,0.15,0.39,Matches,forest,9.0
417,Willy Boly,ci CIV,DF,32-262,,8,685.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.8,1.8,2.0,15.0,1.0,0.13,0.0,0.13,0.13,0.13,0.14,0.1,0.24,0.14,0.24,Matches,forest,8.0
418,Orel Mangala,be BEL,MF,25-219,,8,650.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.4,3.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,forest,8.0
419,Serge Aurier,ci CIV,"DF,MF",30-303,,8,618.0,6.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,8.0,30.0,20.0,0.0,0.29,0.29,0.0,0.29,0.01,0.07,0.08,0.01,0.08,Matches,forest,8.0
420,Taiwo Awoniyi,ng NGA,FW,26-072,,6,488.0,5.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,0.8,3.1,5.0,7.0,22.0,0.55,0.37,0.92,0.55,0.92,0.43,0.14,0.57,0.43,0.57,Matches,forest,7.0
421,Joe Worrall,eng ENG,DF,26-286,,5,438.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.3,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,forest,6.0
422,Scott McKenna,sct SCO,DF,26-345,,5,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,forest,5.0
423,Ola Aina,ng NGA,"DF,MF",27-015,,5,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,10.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,forest,6.0
424,Ibrahim Sangaré,ci CIV,MF,25-325,,5,373.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.15,0.13,0.15,Matches,forest,5.0
425,Nicolás Domínguez,ar ARG,MF,25-117,,4,336.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,26.0,13.0,0.27,0.0,0.27,0.27,0.27,0.05,0.0,0.05,0.05,0.05,Matches,forest,4.0
426,Danilo,br BRA,"MF,FW",22-177,,4,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,forest,4.0
427,Anthony Elanga,se SWE,"FW,MF",21-179,,3,385.0,4.3,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,1.9,2.7,23.0,12.0,38.0,0.23,0.7,0.94,0.23,0.94,0.19,0.43,0.63,0.19,0.63,Matches,forest,9.0
428,Ryan Yates,eng ENG,MF,25-336,,3,340.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,forest,7.0
429,Murillo,br BRA,DF,21-111,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.21,0.16,0.21,Matches,forest,3.0
430,Brennan Johnson,wls WAL,"FW,MF",22-153,,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,8.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.21,0.12,0.21,Matches,forest,3.0
431,Callum Hudson-Odoi,eng ENG,FW,22-350,,3,229.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,18.0,8.0,25.0,0.39,0.0,0.39,0.39,0.39,0.05,0.09,0.14,0.05,0.14,Matches,forest,4.0
432,Chris Wood,nz NZL,FW,31-320,,2,238.0,2.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.1,2.1,0.2,2.3,3.0,3.0,10.0,1.13,0.0,1.13,1.13,1.13,0.79,0.07,0.86,0.79,0.86,Matches,forest,9.0
433,Harry Toffolo,eng ENG,DF,28-065,,2,211.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,1.0,8.0,13.0,0.0,0.43,0.43,0.0,0.43,0.15,0.07,0.22,0.15,0.22,Matches,forest,3.0
434,Moussa Niakhate,sn SEN,DF,27-229,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,forest,4.0
435,Gonzalo Montiel,ar ARG,DF,26-295,,1,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches,forest,4.0
436,Neco Williams,wls WAL,"MF,DF",22-193,,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,forest,3.0
437,Nuno Tavares,pt POR,DF,23-270,,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,forest,3.0
438,Cheikhou Kouyaté,sn SEN,MF,33-306,,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,forest,7.0
439,Divock Origi,be BEL,"FW,MF",28-188,,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.33,0.42,0.09,0.42,Matches,forest,4.0
440,Brandon Aguilera,cr CRC,MF,20-117,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
441,Felipe,br BRA,DF,34-160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
442,Remo Freuler,ch SUI,MF,31-191,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
443,Ethan Horvath,us USA,GK,28-136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
444,Lewis O'Brien,eng ENG,MF,25-009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
445,Andrey Santos,br BRA,MF,19-173,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
446,Hwang Ui-jo,kr KOR,"FW,MF",31-056,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
447,Odisseas Vlachodimos,gr GRE,GK,29-180,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,forest,0.0
448,Wes Foderingham,eng ENG,GK,32-282,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sheffield,9.0
449,Jack Robinson,eng ENG,DF,30-052,,8,765.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,1.0,15.0,3.0,0.0,0.12,0.12,0.0,0.12,0.06,0.02,0.08,0.06,0.08,Matches,sheffield,9.0
450,Anel Ahmedhodžić,ba BIH,DF,24-211,,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,3.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,sheffield,8.0
451,Vinicius Souza,br BRA,MF,24-128,,8,698.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,sheffield,9.0
452,Gustavo Hamer,nl NED,MF,26-121,,8,641.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.4,8.0,31.0,16.0,0.28,0.0,0.28,0.28,0.28,0.1,0.09,0.19,0.1,0.19,Matches,sheffield,8.0
453,Oliver Norwood,nir NIR,MF,32-194,,7,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,sheffield,8.0
454,Cameron Archer,eng ENG,FW,22-094,,6,500.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,7.0,7.0,30.0,0.18,0.0,0.18,0.18,0.18,0.1,0.09,0.19,0.1,0.19,Matches,sheffield,6.0
455,John Egan,ie IRL,DF,31-003,,6,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,sheffield,6.0
456,Luke Thomas,eng ENG,DF,22-135,,5,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,5.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,sheffield,6.0
457,Oliver McBurnie,sct SCO,FW,27-141,,5,430.0,4.8,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.8,1.1,0.6,1.7,2.0,10.0,24.0,0.21,0.21,0.42,0.0,0.21,0.39,0.13,0.52,0.22,0.35,Matches,sheffield,6.0
458,Jayden Bogle,eng ENG,DF,23-088,,5,408.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,4.0,6.0,12.0,0.22,0.0,0.22,0.22,0.22,0.13,0.07,0.2,0.13,0.2,Matches,sheffield,6.0
459,James Mcatee,eng ENG,MF,21-005,,4,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,11.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,Matches,sheffield,5.0
460,Bénie Adama Traore,ci CIV,"FW,MF",20-327,,3,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,7.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches,sheffield,6.0
461,Chris Basham,eng ENG,"DF,MF",35-095,,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Matches,sheffield,8.0
462,George Baldock,gr GRE,"DF,MF",30-228,,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,sheffield,3.0
463,William Osula,dk DEN,FW,20-080,,3,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,sheffield,3.0
464,Ben Osborn,eng ENG,"DF,FW",29-079,,3,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,sheffield,4.0
465,Auston Trusty,us USA,DF,25-072,,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,sheffield,4.0
466,Max Lowe,eng ENG,"MF,DF",26-165,,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,sheffield,2.0
467,Yasser Larouci,dz ALG,DF,22-295,,1,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,sheffield,5.0
468,Rhian Brewster,eng ENG,FW,23-205,,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,sheffield,3.0
469,Tom Davies,eng ENG,MF,25-115,,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.25,0.14,0.25,Matches,sheffield,3.0
470,Anis Ben Slimane,tn TUN,MF,22-221,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,sheffield,3.0
471,Andre Brooks,eng ENG,"MF,FW",20-064,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sheffield,2.0
472,Antwoine Hackford,eng ENG,FW,19-217,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sheffield,2.0
473,Jordan Amissah,gh GHA,GK,22-082,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
474,Jili Buyabu,eng ENG,MF,22-075,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
475,Ismaila Cheick Coulibaly,ml MLI,MF,22-302,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
476,Adam Davies,wls WAL,GK,31-098,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
477,John Fleck,sct SCO,"FW,MF",32-060,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
478,Louie Marsh,eng ENG,FW,20-007,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
479,Ryan One,sct SCO,MF,17-119,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
480,Femi Seriki,eng ENG,DF,21-178,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,sheffield,0.0
481,Guglielmo Vicario,it ITA,GK,27-016,,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,spurs,8.0
482,Micky van de Ven,nl NED,DF,22-187,,8,719.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,7.0,23.0,1.0,0.13,0.0,0.13,0.13,0.13,0.03,0.0,0.03,0.03,0.03,Matches,spurs,8.0
483,Dejan Kulusevski,se SWE,FW,23-181,,8,711.0,7.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,2.3,3.2,51.0,30.0,105.0,0.25,0.0,0.25,0.25,0.25,0.11,0.29,0.4,0.11,0.4,Matches,spurs,8.0
484,Destiny Udogie,it ITA,DF,20-329,,8,673.0,7.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.7,0.8,24.0,42.0,41.0,0.0,0.27,0.27,0.0,0.27,0.01,0.1,0.11,0.01,0.11,Matches,spurs,8.0
485,James Maddison,eng ENG,MF,26-334,,8,668.0,7.4,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,2.6,4.7,20.0,81.0,62.0,0.27,0.67,0.94,0.27,0.94,0.29,0.35,0.63,0.29,0.63,Matches,spurs,8.0
486,Yves Bissouma,ml MLI,MF,27-054,,8,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.8,0.8,0.3,1.1,25.0,62.0,5.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.15,0.11,0.15,Matches,spurs,8.0
487,Cristian Romero,ar ARG,DF,25-179,,8,643.0,7.1,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,1.0,8.0,40.0,2.0,0.28,0.0,0.28,0.28,0.28,0.13,0.02,0.14,0.13,0.14,Matches,spurs,8.0
488,Son Heung-min,kr KOR,FW,31-107,,8,625.0,6.9,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.2,3.2,1.8,4.9,17.0,30.0,69.0,0.86,0.0,0.86,0.86,0.86,0.46,0.26,0.71,0.46,0.71,Matches,spurs,8.0
489,Pedro Porro,es ESP,DF,24-040,,7,626.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.4,2.2,10.0,36.0,24.0,0.0,0.14,0.14,0.0,0.14,0.12,0.19,0.31,0.12,0.31,Matches,spurs,7.0
490,Pape Matar Sarr,sn SEN,MF,21-039,,7,557.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.9,2.6,11.0,48.0,23.0,0.16,0.16,0.32,0.16,0.32,0.27,0.14,0.41,0.27,0.41,Matches,spurs,8.0
491,Richarlison,br BRA,FW,26-166,,5,395.0,4.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,0.8,3.4,7.0,12.0,37.0,0.23,0.46,0.68,0.23,0.68,0.58,0.19,0.77,0.58,0.77,Matches,spurs,8.0
492,Manor Solomon,il ISR,FW,24-091,,2,199.0,2.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.2,17.0,11.0,44.0,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,Matches,spurs,5.0
493,Oliver Skipp,eng ENG,MF,23-037,,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,spurs,5.0
494,Emerson,br BRA,DF,24-282,,1,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.79,0.0,0.79,0.79,0.79,0.03,0.0,0.03,0.03,0.03,Matches,spurs,5.0
495,Brennan Johnson,wls WAL,FW,22-153,,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.72,0.1,0.82,0.72,0.82,Matches,spurs,2.0
496,Pierre Højbjerg,dk DEN,MF,28-079,,0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,spurs,7.0
497,Ivan Perišić,hr CRO,FW,34-263,,0,103.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,Matches,spurs,5.0
498,Davinson Sánchez,co COL,DF,27-133,,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,spurs,1.0
499,Ben Davies,wls WAL,DF,30-182,,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,1.07,1.07,1.07,Matches,spurs,4.0
